year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
2013,tt1931435,The Big Wedding,ok,PASS,32500000,21819348.0,35770721.0,False,Comedy,"Millennium Films,Two Ton Films","To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",It's never too late to start acting like a family.,0.0,0.0
2013,tt0816442,The Book Thief,ok,PASS,19000000,21345525.0,62045525.0,False,Drama,"Studio Babelsberg,Fox 2000 Pictures,Sunswept Entertainment","While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",Courage beyond words.,0.5,0.0
2013,tt1911644,The Call,ok,PASS,13000000,51872378.0,58938768.0,False,"Crime,Thriller","TriStar Pictures,WWE Studios,Troika Pictures,Stage 6 Films,Amasia Entertainment","Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",There are 188 million 911 calls a year. This one made it personal.,0.0,0.0
2013,tt1457767,The Conjuring,ok,PASS,20000000,137400141.0,318000141.0,False,"Horror,Thriller","Evergreen Media Group,New Line Cinema,The Safran Company","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",Based on the true case files of the Warrens,0.0,0.0
2013,tt2193215,The Counselor,ok,PASS,25000000,16973715.0,70373715.0,False,"Thriller,Crime,Drama","Scott Free Productions,TSG Entertainment,Ingenious Media,Fox 2000 Pictures,Nick Wechsler Productions,Chockstone Pictures,Big Screen Productions,Kanzaman Productions",A lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,Sin is a choice.,0.0,0.0
2013,tt0481499,The Croods,men,FAIL,135000000,187168425.0,573068425.0,False,"Animation,Adventure,Family,Fantasy,Comedy,Action",DreamWorks Animation,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",Meet the first modern family.,0.0,0.0
2013,tt2404311,The Family,men,FAIL,30000000,36918811.0,51078541.0,False,"Crime,Comedy,Action","Canal+,Grive Productions,EuropaCorp,Relativity Media,TF1,Malavita,TF1 Films Production","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",Some call it organized crime. Others call it family.,0.0,0.0
2013,tt1837703,The Fifth Estate,notalk,FAIL,26000000,3254172.0,6154172.0,False,"Drama,Thriller","Participant,Reliance Entertainment,Touchstone Pictures,Anonymous Content,DreamWorks Pictures","A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",You can't expose the world's secrets without exposing yourself,0.0,0.0
2013,tt2005374,The Frozen Ground,nowomen,FAIL,19200000,,,False,"Thriller,Crime","Picture Perfect Corporation,Grindstone Entertainment Group,EFO Films,Cheetah Vision,Court Five,Valentina Films,K5 International,Paradox Entertainment,Envision Entertainment",An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,The hunter becomes the hunted,0.0,0.0
2013,tt1343092,The Great Gatsby,dubious,FAIL,190000000,144840419.0,351040419.0,False,"Drama,Romance","Spectrum Films,Village Roadshow Pictures,Bazmark Films,Red Wagon Entertainment,Warner Bros. Pictures,A+E Studios","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,0.4,0.0
2013,tt1951261,The Hangover part 3,men,FAIL,103000000,112200072.0,362000072.0,False,Comedy,"Green Hat Films,Legendary Pictures,BenderSpink","This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",It all ends.,0.0,0.0
2013,tt2404463,The Heat,ok,PASS,43000000,159581587.0,230781587.0,False,"Action,Comedy,Crime","Chernin Entertainment,TSG Entertainment,Ingenious Media,Big Screen Productions,20th Century Fox","Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: buddies.",They're just trying to stay alive long enough to kill each other.,0.5,0.0
2013,tt1170358,The Hobbit: The Desolation of Smaug,notalk,FAIL,250000000,257397516.0,937397516.0,False,"Fantasy,Adventure,Action","Warner Bros. Pictures,WingNut Films,New Line Cinema,Metro-Goldwyn-Mayer","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",Beyond darkness... beyond desolation... lies the greatest danger of all.,0.5,0.0
2013,tt1517260,The Host,dubious,FAIL,50000000,26623701.0,58188384.0,False,"Action,Adventure,Romance,Science Fiction,Thriller","Open Road Films,Nick Wechsler Productions,Silver Reel,Chockstone Pictures,Universal Pictures","A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",You will be one of us,0.25,0.0
2013,tt1951264,The Hunger Games: Catching Fire,ok,PASS,130000000,424088260.0,857088260.0,False,"Adventure,Action,Science Fiction","Lionsgate,Color Force","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",Every revolution begins with a spark.,0.5,0.0
2013,tt0790628,The Incredible Burt Wonderstone,notalk,FAIL,32000000,22537881.0,24255957.0,False,Comedy,"New Line Cinema,Carousel,BenderSpink","After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",Abracatastic!,0.0,0.0
2013,tt2234155,The Internship,notalk,FAIL,58000000,44672764.0,93672764.0,False,Comedy,"TSG Entertainment,Regency Enterprises,Wild West Picture Show Productions,21 Laps Entertainment,20th Century Fox",Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,Hiring them was a brilliant mistake.,0.0,0.0
2013,tt2034139,The Last Exorcism Part II,ok,PASS,4000000,15179303.0,18541236.0,False,"Horror,Thriller","CBS Films,StudioCanal","As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",The second coming,0.0,0.0
2013,tt1210819,The Lone Ranger,notalk,FAIL,275000000,89289910.0,259989910.0,False,"Action,Adventure,Western","Walt Disney Pictures,Jerry Bruckheimer Films,Blind Wink Productions,Infinitum Nihil","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",Never Take Off the Mask,0.0,0.0
2013,tt1538403,The Mortal Instruments: City of Bones,ok,PASS,60000000,31165421.0,75965567.0,False,"Fantasy,Action,Mystery","Screen Gems,Unique Features,Mister Smith Entertainment,Don Carmody Productions,Constantin Film","In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",You have been chosen,0.0,0.0
2013,tt2184339,The Purge,dubious,FAIL,3000000,64473115.0,91100541.0,False,"Science Fiction,Horror,Thriller","Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.","One night a year, all crime is legal.",0.0,0.0
2013,tt2017020,The Smurfs 2,ok,PASS,110000000,71017784.0,348545841.0,False,"Fantasy,Family,Comedy,Animation","NeoReel,Columbia Pictures,Sony Pictures Animation,Hemisphere Media Capital,Kerner Entertainment Company,Sony Pictures","The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",Get ready to get naughty!,0.0,0.0
